title,ingredients,instructions,picture_link
Shepherd's Pie VI,"['4 large potatoes, peeled and cubed ADVERTISEMENT', '1 tablespoon butter ADVERTISEMENT', '1 tablespoon finely chopped onion ADVERTISEMENT', '1/4 cup shredded Cheddar cheese ADVERTISEMENT', 'salt and pepper to taste ADVERTISEMENT', '5 carrots, chopped ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', '1 onion, chopped ADVERTISEMENT', '1 pound lean ground beef ADVERTISEMENT', '2 tablespoons all-purpose flour ADVERTISEMENT', '1 tablespoon ketchup ADVERTISEMENT', '3/4 cup beef broth ADVERTISEMENT', '1/4 cup shredded Cheddar cheese ADVERTISEMENT', 'ADVERTISEMENT']","Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain and mash. Mix in butter, finely chopped onion and 1/4 cup shredded cheese. Season with salt and pepper to taste; set aside.
Bring a large pot of salted water to a boil. Add carrots and cook until tender but still firm, about 15 minutes. Drain, mash and set aside. Preheat oven to 375 degrees F (190 degrees C.)
Heat oil in a large frying pan. Add onion and cook until clear. Add ground beef and cook until well browned. Pour off excess fat, then stir in flour and cook 1 minute. Add ketchup and beef broth. Bring to a boil, reduce heat and simmer for 5 minutes.
Spread the ground beef in an even layer on the bottom of a 2 quart casserole dish. Next, spread a layer of mashed carrots. Top with the mashed potato mixture and sprinkle with remaining shredded cheese.
Bake in the preheated oven for 20 minutes, or until golden brown.
",Ee1lnfe0scqPXwFjo3VvFKfYmhaS7kq
Zucchini Brownies,"['1/2 cup vegetable oil ADVERTISEMENT', '1 1/2 cups white sugar ADVERTISEMENT', '2 teaspoons vanilla extract ADVERTISEMENT', '2 cups all-purpose flour ADVERTISEMENT', '1/2 cup unsweetened cocoa powder ADVERTISEMENT', '1 1/2 teaspoons baking soda ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '2 cups shredded zucchini ADVERTISEMENT', '1/2 cup chopped walnuts ADVERTISEMENT', '6 tablespoons unsweetened cocoa powder ADVERTISEMENT', '1/4 cup margarine ADVERTISEMENT', ""2 cups confectioners' sugar ADVERTISEMENT"", '1/4 cup milk ADVERTISEMENT', '1/2 teaspoon vanilla extract ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan.
In a large bowl, mix together the oil, sugar and 2 teaspoons vanilla until well blended. Combine the flour, 1/2 cup cocoa, baking soda and salt; stir into the sugar mixture. Fold in the zucchini and walnuts. Spread evenly into the prepared pan.
Bake for 25 to 30 minutes in the preheated oven, until brownies spring back when gently touched. To make the frosting, melt together the 6 tablespoons of cocoa and margarine; set aside to cool. In a medium bowl, blend together the confectioners' sugar, milk and 1/2 teaspoon vanilla. Stir in the cocoa mixture. Spread over cooled brownies before cutting into squares.
",AmtoEq/.gH3w8RLNf2nAj91JdmwgExK
Spicy Garlic Lime Chicken,"['3/4 teaspoon salt ADVERTISEMENT', '1/4 teaspoon black pepper ADVERTISEMENT', '1/4 teaspoon cayenne pepper ADVERTISEMENT', '1/8 teaspoon paprika ADVERTISEMENT', '1/4 teaspoon garlic powder ADVERTISEMENT', '1/8 teaspoon onion powder ADVERTISEMENT', '1/4 teaspoon dried thyme ADVERTISEMENT', '1/4 teaspoon dried parsley ADVERTISEMENT', '4 boneless, skinless chicken breast halves ADVERTISEMENT', '2 tablespoons butter ADVERTISEMENT', '1 tablespoon olive oil ADVERTISEMENT', '2 teaspoons garlic powder ADVERTISEMENT', '3 tablespoons lime juice ADVERTISEMENT', 'ADVERTISEMENT']","In a small bowl, mix together salt, black pepper, cayenne, paprika, 1/4 teaspoon garlic powder, onion powder, thyme and parsley. Sprinkle spice mixture generously on both sides of chicken breasts.
Heat butter and olive oil in a large heavy skillet over medium heat. Saute chicken until golden brown, about 6 minutes on each side. Sprinkle with 2 teaspoons garlic powder and lime juice. Cook 5 minutes, stirring frequently to coat evenly with sauce.
",n/cRkrbOSz0wFmhsH1KFpa3TdBcn8qK
"Awesome Sausage, Apple and Cranberry Stuffing","['1 1/2 cups cubed whole wheat bread ADVERTISEMENT', '3 3/4 cups cubed white bread ADVERTISEMENT', '1 pound ground turkey sausage ADVERTISEMENT', '1 cup chopped onion ADVERTISEMENT', '3/4 cup chopped celery ADVERTISEMENT', '2 1/2 teaspoons dried sage ADVERTISEMENT', '1 1/2 teaspoons dried rosemary ADVERTISEMENT', '1/2 teaspoon dried thyme ADVERTISEMENT', '1 Golden Delicious apple, cored and chopped ADVERTISEMENT', '3/4 cup dried cranberries ADVERTISEMENT', '1/3 cup minced fresh parsley ADVERTISEMENT', '1 cooked turkey liver, finely chopped ADVERTISEMENT', '3/4 cup turkey stock ADVERTISEMENT', '4 tablespoons unsalted butter, melted ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degree F (175 degree C). Spread the white and whole wheat bread cubes in a single layer on a large baking sheet. Bake for 5 to 7 minutes in the preheated oven, or until evenly toasted. Transfer toasted bread cubes to a large bowl.
In a large skillet, cook the sausage and onions over medium heat, stirring and breaking up the lumps until evenly browned. Add the celery, sage, rosemary, and thyme; cook, stirring, for 2 minutes to blend flavors.
Pour sausage mixture over bread in bowl. Mix in chopped apple, dried cranberries, parsley, and liver. Drizzle with turkey stock and melted butter, and mix lightly. Allow stuffing to cool completely before loosely stuffing a turkey.
",mts9XFpLgGtuh.7aWcsO0JlW5QzOdXW
It's Chili by George!!,"['2 pounds lean ground beef ADVERTISEMENT', '1 (46 fluid ounce) can tomato juice ADVERTISEMENT', '1 (29 ounce) can tomato sauce ADVERTISEMENT', '1 (15 ounce) can kidney beans, drained and rinsed ADVERTISEMENT', '1 (15 ounce) can pinto beans, drained and rinsed ADVERTISEMENT', '1 1/2 cups chopped onion ADVERTISEMENT', '1/4 cup chopped green bell pepper ADVERTISEMENT', '1/8 teaspoon ground cayenne pepper ADVERTISEMENT', '1/2 teaspoon white sugar ADVERTISEMENT', '1/2 teaspoon dried oregano ADVERTISEMENT', '1/2 teaspoon ground black pepper ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '1 1/2 teaspoons ground cumin ADVERTISEMENT', '1/4 cup chili powder ADVERTISEMENT', 'ADVERTISEMENT']","Place ground beef in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, and crumble.
In a large pot over high heat combine the ground beef, tomato juice, tomato sauce, kidney beans, pinto beans, onions, bell pepper, cayenne pepper, sugar, oregano, ground black pepper, salt, cumin and chili powder. Bring to a boil, then reduce heat to low. Simmer for 1 1/2 hours. (Note: If using a slow cooker, set on low, add ingredients, and cook for 8 to 10 hours.)
",cvqeaSh6IzkcSYY4oUihRnxGdfg3OeS
Juicy Roasted Chicken,"['1 (3 pound) whole chicken, giblets removed ADVERTISEMENT', 'salt and black pepper to taste ADVERTISEMENT', '1 tablespoon onion powder, or to taste ADVERTISEMENT', '1/2 cup margarine, divided ADVERTISEMENT', '1 stalk celery, leaves removed ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Place chicken in a roasting pan, and season generously inside and out with salt and pepper. Sprinkle inside and out with onion powder. Place 3 tablespoons margarine in the chicken cavity. Arrange dollops of the remaining margarine around the chicken's exterior. Cut the celery into 3 or 4 pieces, and place in the chicken cavity.
Bake uncovered 1 hour and 15 minutes in the preheated oven, to a minimum internal temperature of 180 degrees F (82 degrees C). Remove from heat, and baste with melted margarine and drippings. Cover with aluminum foil, and allow to rest about 30 minutes before serving.
",fPiMQ.R/nAMlYXECnRBcQxNhnIgYdki
Artichoke & Spinach Dip Restaurant Style,"['4 cloves garlic ADVERTISEMENT', '1 (10 ounce) package frozen chopped spinach, thawed and drained ADVERTISEMENT', '1 (14 ounce) can artichoke hearts, drained and chopped ADVERTISEMENT', '1 (10 ounce) container Alfredo-style pasta sauce ADVERTISEMENT', '1 cup shredded mozzarella cheese ADVERTISEMENT', '1/3 cup grated Parmesan cheese ADVERTISEMENT', '1/2 (8 ounce) package cream cheese, softened ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Place garlic in a small baking dish. Bake in the preheated oven 20 to 30 minutes, until soft. Remove from heat. When cool enough to touch, squeeze softened garlic from skins.
In an 8x8 inch baking dish, spread the roasted garlic, spinach, artichoke hearts, Alfredo-style pasta sauce, mozzarella cheese, Parmesan cheese, and cream cheese.
Bake in the preheated oven 30 minutes, or until cheeses are melted and bubbly. Serve warm.
",5Oo2ym9GIH8l5GlXYNMvEGXMl7jTk56
Baked Garlic Parmesan Chicken,"['2 tablespoons olive oil ADVERTISEMENT', '1 clove garlic, minced ADVERTISEMENT', '1 cup dry bread crumbs ADVERTISEMENT', '2/3 cup grated Parmesan cheese ADVERTISEMENT', '1 teaspoon dried basil leaves ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '6 skinless, boneless chicken breast halves ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish.
In a bowl, blend the olive oil and garlic. In a separate bowl, mix the bread crumbs, Parmesan cheese, basil, and pepper. Dip each chicken breast in the oil mixture, then in the bread crumb mixture. Arrange the coated chicken breasts in the prepared baking dish, and top with any remaining bread crumb mixture.
Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.
",BJsToea19t5yFw3ATLdE9uvrEqz0lue
Rempel Family Meatloaf,"['1 1/2 pounds lean ground beef ADVERTISEMENT', '1/2 cup crushed buttery round crackers ADVERTISEMENT', '3/4 cup shredded Cheddar cheese ADVERTISEMENT', '1 (1 ounce) package dry onion soup mix ADVERTISEMENT', '2 eggs, beaten ADVERTISEMENT', '1/4 cup ketchup ADVERTISEMENT', '2 tablespoons steak sauce ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Stir the ground beef, crushed crackers, Cheddar cheese, and onion soup mix in a large bowl until well combined. Whisk the eggs, ketchup, and steak sauce in a separate bowl until smooth. Mix the eggs into the meat until evenly combined, if the mixture seems too dry, add a little water. Press into a 9x5 inch loaf pan.
Bake in preheated oven until the meatloaf reaches 160 degrees F (71 degrees C) and is no longer pink in the center, 45 to 60 minutes.
",M1e3EdoHMG4mKdv/JimZPp10JRUCEEK
Sweet Restaurant Slaw,"['1 (16 ounce) bag coleslaw mix ADVERTISEMENT', '2 tablespoons diced onion ADVERTISEMENT', '2/3 cup creamy salad dressing (such as Miracle Whip™) ADVERTISEMENT', '3 tablespoons vegetable oil ADVERTISEMENT', '1/2 cup white sugar ADVERTISEMENT', '1 tablespoon white vinegar ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', '1/2 teaspoon poppy seeds ADVERTISEMENT', 'ADVERTISEMENT']","Combine the coleslaw mix and onion in a large bowl.
Whisk together the salad dressing, vegetable oil, sugar, vinegar, salt, and poppy seeds in a medium bowl; blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving.
",Do0t3QVQ9R6rKsBCcJy/7ODJL4q7c5O
Sweet Dinner Rolls,"['1/2 cup warm water (110 degrees F/45 degrees C) ADVERTISEMENT', '1/2 cup warm milk ADVERTISEMENT', '1 egg ADVERTISEMENT', '1/3 cup butter, softened ADVERTISEMENT', '1/3 cup white sugar ADVERTISEMENT', '1 teaspoon salt ADVERTISEMENT', '3 3/4 cups all-purpose flour ADVERTISEMENT', '1 (.25 ounce) package active dry yeast ADVERTISEMENT', '1/4 cup butter, softened ADVERTISEMENT', 'ADVERTISEMENT']","Place water, milk, egg, 1/3 cup butter, sugar, salt, flour and yeast in the pan of the bread machine in the order recommended by the manufacturer. Select Dough/Knead and First Rise Cycle; press Start.
When cycle finishes, turn dough out onto a lightly floured surface. Divide dough in half. Roll each half into a 12 inch circle, spread 1/4 cup softened butter over entire round. Cut each circle into 8 wedges. Roll wedges starting at wide end; roll gently but tightly. Place point side down on ungreased cookie sheet. Cover with clean kitchen towel and put in a warm place, let rise 1 hour. Meanwhile, preheat oven to 400 degrees F (200 degrees C).
Bake in preheated oven for 10 to 15 minutes, until golden.
",Nv.F8ao8XsEaVhM/Eg6UDgJdpxZhowC
Italian Sausage Soup,"['1 pound Italian sausage ADVERTISEMENT', '1 clove garlic, minced ADVERTISEMENT', '2 (14 ounce) cans beef broth ADVERTISEMENT', '1 (14.5 ounce) can Italian-style stewed tomatoes ADVERTISEMENT', '1 cup sliced carrots ADVERTISEMENT', '1 (14.5 ounce) can great Northern beans, undrained ADVERTISEMENT', '2 small zucchini, cubed ADVERTISEMENT', '2 cups spinach - packed, rinsed and torn ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '1/4 teaspoon salt ADVERTISEMENT', 'ADVERTISEMENT']","In a stockpot or Dutch oven, brown sausage with garlic. Stir in broth, tomatoes and carrots, and season with salt and pepper. Reduce heat, cover, and simmer 15 minutes.
Stir in beans with liquid and zucchini. Cover, and simmer another 15 minutes, or until zucchini is tender.
Remove from heat, and add spinach. Replace lid allowing the heat from the soup to cook the spinach leaves. Soup is ready to serve after 5 minutes.
",9ilqxllixrYzPaUi3AMXDqmoOReqMVa
Classic Peanut Butter Cookies,"['1 cup unsalted butter ADVERTISEMENT', '1 cup crunchy peanut butter ADVERTISEMENT', '1 cup white sugar ADVERTISEMENT', '1 cup packed brown sugar ADVERTISEMENT', '2 eggs ADVERTISEMENT', '2 1/2 cups all-purpose flour ADVERTISEMENT', '1 teaspoon baking powder ADVERTISEMENT', '1/2 teaspoon salt ADVERTISEMENT', '1 1/2 teaspoons baking soda ADVERTISEMENT', 'ADVERTISEMENT']","Cream butter, peanut butter, and sugars together in a bowl; beat in eggs.
In a separate bowl, sift flour, baking powder, baking soda, and salt; stir into butter mixture. Put dough in refrigerator for 1 hour.
Roll dough into 1 inch balls and put on baking sheets. Flatten each ball with a fork, making a crisscross pattern. Bake in a preheated 375 degrees F oven for about 10 minutes or until cookies begin to brown.
",ghWtrOGpXcXAll1Ez23EIDLlfAv35G2
Aussie Chicken,"['4 skinless, boneless chicken breast halves - pounded to 1/2 inch thickness ADVERTISEMENT', '2 teaspoons seasoning salt ADVERTISEMENT', '6 slices bacon, cut in half ADVERTISEMENT', '1/2 cup prepared yellow mustard ADVERTISEMENT', '1/2 cup honey ADVERTISEMENT', '1/4 cup light corn syrup ADVERTISEMENT', '1/4 cup mayonnaise ADVERTISEMENT', '1 tablespoon dried onion flakes ADVERTISEMENT', '1 tablespoon vegetable oil ADVERTISEMENT', '1 cup sliced fresh mushrooms ADVERTISEMENT', '2 cups shredded Colby-Monterey Jack cheese ADVERTISEMENT', '2 tablespoons chopped fresh parsley ADVERTISEMENT', 'ADVERTISEMENT']","Rub the chicken breasts with the seasoning salt, cover and refrigerate for 30 minutes.
Preheat oven to 350 degrees F (175 degrees C). Place bacon in a large, deep skillet. Cook over medium high heat until crisp. Set aside.
In a medium bowl, combine the mustard, honey, corn syrup, mayonnaise and dried onion flakes. Remove half of sauce, cover and refrigerate to serve later.
Heat oil in a large skillet over medium heat. Place the breasts in the skillet and saute for 3 to 5 minutes per side, or until browned. Remove from skillet and place the breasts into a 9x13 inch baking dish. Apply the honey mustard sauce to each breast, then layer each breast with mushrooms and bacon. Sprinkle top with shredded cheese.
Bake in preheated oven for 15 minutes, or until cheese is melted and chicken juices run clear. Garnish with parsley and serve with the reserved honey mustard sauce.
",NiJVM.DhIGrSU67FQTMBV8bypzUl1Wa
Garlic Cheddar Chicken,"['1/2 cup butter ADVERTISEMENT', '4 cloves garlic, minced ADVERTISEMENT', '3/4 cup dry bread crumbs ADVERTISEMENT', '1/2 cup freshly grated Parmesan cheese ADVERTISEMENT', '1 1/2 cups shredded Cheddar cheese ADVERTISEMENT', '1/4 teaspoon dried parsley ADVERTISEMENT', '1/4 teaspoon dried oregano ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '1/8 teaspoon salt ADVERTISEMENT', '8 skinless, boneless chicken breast halves - pounded thin ADVERTISEMENT', 'ADVERTISEMENT']","Preheat oven to 350 degrees F (175 degrees C).
Melt the butter in a saucepan over low heat, and cook the garlic until tender, about 5 minutes.
In a shallow bowl, mix the bread crumbs, Parmesan cheese, Cheddar cheese, parsley, oregano, pepper, and salt.
Dip each chicken breast in the garlic butter to coat, then press into the bread crumb mixture. Arrange the coated chicken breasts in a 9x13 inch baking dish. Drizzle with any remaining butter and top with any remaining bread crumb mixture.
Bake 30 minutes in the preheated oven, or until chicken is no longer pink and juices run clear.
",0Ctk1xtowdFMwKIsQ4XTR9CFyTVSHc.
Butternut Squash Soup,"['6 tablespoons chopped onion ADVERTISEMENT', '4 tablespoons margarine ADVERTISEMENT', '6 cups peeled and cubed butternut squash ADVERTISEMENT', '3 cups water ADVERTISEMENT', '4 cubes chicken bouillon ADVERTISEMENT', '1/2 teaspoon dried marjoram ADVERTISEMENT', '1/4 teaspoon ground black pepper ADVERTISEMENT', '1/8 teaspoon ground cayenne pepper ADVERTISEMENT', '2 (8 ounce) packages cream cheese ADVERTISEMENT', 'ADVERTISEMENT']","In a large saucepan, saute onions in margarine until tender. Add squash, water, bouillon, marjoram, black pepper and cayenne pepper. Bring to boil; cook 20 minutes, or until squash is tender.
Puree squash and cream cheese in a blender or food processor in batches until smooth. Return to saucepan, and heat through. Do not allow to boil.
",8vab9wQ1Cb/UxuXDjP2909Lb2Hsd2jK
